longitude,latitude
-124.6011,19.7620
-124.5805,19.7863
-124.5598,19.8107
-124.5598,19.8107
-124.5392,19.8351
-124.5186,19.8594
-124.4980,19.8838
-124.4980,19.8838
-124.4773,19.9081
-124.4567,19.9325
-124.4360,19.9568
-124.4360,19.9568
-124.4153,19.9812
-124.3946,20.0056
-124.3946,20.0056
-124.3740,20.0299
-124.3533,20.0542
-124.3326,20.0785
-124.3326,20.0785
-124.3119,20.1028
-124.2912,20.1272
-124.2705,20.1515
-124.2705,20.1515
-124.2498,20.1758
-124.2291,20.2001
-124.2083,20.2244
-124.2083,20.2244
-124.1876,20.2487
-124.1668,20.2730
-124.1668,20.2730
-124.1461,20.2973
-124.1253,20.3216
-124.1046,20.3459
-124.1046,20.3459
-124.0838,20.3702
-124.0630,20.3945
-124.0422,20.4188
-124.0422,20.4188
-124.0214,20.4431
-124.0006,20.4674
-124.0006,20.4674
-123.9798,20.4917
-123.9589,20.5159
-123.9381,20.5402
-123.9381,20.5402
-123.9173,20.5645
-123.8964,20.5887
-123.8756,20.6130
-123.8756,20.6130
-123.8548,20.6372
-123.8339,20.6615
-123.8339,20.6615
-123.8130,20.6858
-123.7921,20.7100
-123.7713,20.7342
-123.7713,20.7342
-123.7504,20.7585
-123.7295,20.7827
-123.7086,20.8069
-123.7086,20.8069
-123.6877,20.8312
-123.6667,20.8554
-123.6458,20.8796
-123.6458,20.8796
-123.6249,20.9039
-123.6039,20.9281
-123.6039,20.9281
-123.5830,20.9523
-123.5620,20.9765
-123.5410,21.0007
-123.5410,21.0007
-123.5201,21.0249
-123.4991,21.0492
-123.4781,21.0734
-123.4781,21.0734
-123.4571,21.0976
-123.4360,21.1218
-123.4148,21.1463
-123.4148,21.1463
-123.3937,21.1705
-123.3727,21.1947
-123.3727,21.1947
-123.3517,21.2189
-123.3306,21.2431
-123.3096,21.2672
-123.3096,21.2672
-123.2885,21.2914
-123.2675,21.3156
-123.2464,21.3397
-123.2464,21.3397
-123.2253,21.3639
-123.2042,21.3881
-123.1827,21.4128
-123.1827,21.4128
-123.1616,21.4369
-123.1405,21.4611
-123.1405,21.4611
-123.1193,21.4852
-123.0982,21.5093
-123.0771,21.5335
-123.0771,21.5335
-123.0560,21.5576
-123.0348,21.5817
-123.0137,21.6059
-123.0137,21.6059
-122.9925,21.6300
-122.9713,21.6541
-122.9502,21.6782
-122.9502,21.6782
-122.9290,21.7024
-122.9078,21.7265
-122.9078,21.7265
-122.8866,21.7506
-122.8653,21.7747
-122.8441,21.7988
-122.8441,21.7988
-122.8229,21.8229
-122.8017,21.8470
-122.7804,21.8711
-122.7804,21.8711
-122.7592,21.8952
-122.7379,21.9193
-122.7166,21.9434
-122.7166,21.9434
-122.6953,21.9675
-122.6741,21.9916
-122.6741,21.9916
-122.6528,22.0156
-122.6315,22.0397
-122.6102,22.0638
-122.6102,22.0638
-122.5889,22.0878
-122.5676,22.1119
-122.5462,22.1359
-122.5462,22.1359
-122.5249,22.1600
-122.5035,22.1841
-122.4822,22.2081
-122.4822,22.2081
-122.4608,22.2322
-122.4395,22.2562
-122.4395,22.2562
-122.4181,22.2802
-122.3967,22.3042
-122.3753,22.3283
-122.3753,22.3283
-122.3539,22.3523
-122.3325,22.3763
-122.3111,22.4004
-122.3111,22.4004
-122.2896,22.4244
-122.2682,22.4484
-122.2468,22.4724
-122.2468,22.4724
-122.2253,22.4964
-122.2038,22.5204
-122.2038,22.5204
-122.1824,22.5444
-122.1609,22.5684
-122.1394,22.5925
-122.1394,22.5925
-122.1179,22.6164
-122.0964,22.6404
-122.0749,22.6644
-122.0749,22.6644
-122.0534,22.6884
-122.0319,22.7123
-122.0319,22.7123
-122.0103,22.7363
-121.9888,22.7603
-121.9673,22.7842
-121.9673,22.7842
-121.9457,22.8082
-121.9241,22.8322
-121.9026,22.8561
-121.9026,22.8561
-121.8810,22.8801
-121.8594,22.9040
-121.8378,22.9280
-121.8378,22.9280
-121.8162,22.9519
-121.7945,22.9759
-121.7945,22.9759
-121.7729,22.9998
-121.7513,23.0237
-121.7296,23.0477
-121.7296,23.0477
-121.7080,23.0716
-121.6863,23.0955
-121.6646,23.1194
-121.6646,23.1194
-121.6430,23.1434
-121.6213,23.1673
-121.6213,23.1673
-121.5996,23.1912
-121.5779,23.2151
-121.5562,23.2390
-121.5562,23.2390
-121.5345,23.2629
-121.5127,23.2868
-121.4910,23.3107
-121.4910,23.3107
-121.4693,23.3345
-121.4475,23.3584
-121.4257,23.3823
-121.4257,23.3823
-121.4040,23.4062
-121.3822,23.4300
-121.3822,23.4300
-121.3604,23.4539
-121.3386,23.4778
-121.3168,23.5017
-121.3168,23.5017
-121.2950,23.5255
-121.2731,23.5494
-121.2513,23.5732
-121.2513,23.5732
-121.2295,23.5971
-121.2076,23.6209
-121.1858,23.6448
-121.1858,23.6448
-121.1639,23.6686
-121.1420,23.6924
-121.1420,23.6924
-121.1201,23.7162
-121.0983,23.7400
-121.0763,23.7639
-121.0763,23.7639
-121.0544,23.7877
-121.0325,23.8115
-121.0106,23.8353
-121.0106,23.8353
-120.9886,23.8591
-120.9667,23.8829
-120.9667,23.8829
-120.9447,23.9067
-120.9228,23.9305
-120.9008,23.9543
-120.9008,23.9543
-120.8788,23.9781
-120.8568,24.0019
-120.8348,24.0257
-120.8348,24.0257
-120.8128,24.0495
-120.7907,24.0733
-120.7687,24.0971
-120.7687,24.0971
-120.7466,24.1209
-120.7246,24.1446
-120.7246,24.1446
-120.7025,24.1684
-120.6805,24.1921
-120.6584,24.2159
-120.6584,24.2159
-120.6363,24.2396
-120.6143,24.2633
-120.5922,24.2871
-120.5922,24.2871
-120.5700,24.3109
-120.5479,24.3346
-120.5479,24.3346
-120.5258,24.3583
-120.5036,24.3820
-120.4815,24.4058
-120.4815,24.4058
-120.4593,24.4295
-120.4371,24.4532
-120.4150,24.4769
-120.4150,24.4769
-120.3928,24.5006
-120.3706,24.5243
-120.3484,24.5480
-120.3484,24.5480
-120.3262,24.5717
-120.3039,24.5954
-120.3039,24.5954
-120.2817,24.6191
-120.2595,24.6428
-120.2372,24.6665
-120.2372,24.6665
-120.2150,24.6901
-120.1927,24.7138
-120.1704,24.7375
-120.1704,24.7375
-120.1482,24.7611
-120.1259,24.7848
-120.1259,24.7848
-120.1036,24.8084
-120.0813,24.8321
-120.0590,24.8557
-120.0590,24.8557
-120.0366,24.8793
-120.0143,24.9030
-119.9920,24.9266
-119.9920,24.9266
-119.9696,24.9502
-119.9473,24.9738
-119.9249,24.9974
-119.9249,24.9974
-119.9025,25.0211
-119.8801,25.0447
-119.8801,25.0447
-119.8576,25.0683
-119.8352,25.0919
-119.8128,25.1155
-119.8128,25.1155
-119.7904,25.1391
-119.7679,25.1627
-119.7455,25.1863
-119.7455,25.1863
-119.7230,25.2099
-119.7005,25.2335
-119.6781,25.2571
-119.6781,25.2571
-119.6555,25.2807
-119.6330,25.3042
-119.6330,25.3042
-119.6105,25.3278
-119.5880,25.3514
-119.5655,25.3749
-119.5655,25.3749
-119.5429,25.3985
-119.5204,25.4221
-119.4978,25.4456
-119.4978,25.4456
-119.4753,25.4691
-119.4527,25.4926
-119.4527,25.4926
-119.4301,25.5162
-119.4075,25.5397
-119.3849,25.5632
-119.3849,25.5632
-119.3622,25.5868
-119.3396,25.6103
-119.3170,25.6338
-119.3170,25.6338
-119.2943,25.6573
-119.2717,25.6808
-119.2490,25.7043
-119.2490,25.7043
-119.2263,25.7278
-119.2036,25.7513
-119.2036,25.7513
-119.1809,25.7748
-119.1582,25.7983
-119.1355,25.8218
-119.1355,25.8218
-119.1128,25.8453
-119.0900,25.8687
-119.0673,25.8922
-119.0673,25.8922
-119.0445,25.9157
-119.0218,25.9391
-118.9990,25.9625
-118.9990,25.9625
-118.9763,25.9860
-118.9535,26.0094
-118.9535,26.0094
-118.9306,26.0329
-118.9078,26.0563
-118.8850,26.0797
-118.8850,26.0797
-118.8621,26.1032
-118.8393,26.1266
-118.8164,26.1501
-118.8164,26.1501
-118.7936,26.1735
-118.7707,26.1969
-118.7478,26.2203
-118.7478,26.2203
-118.7249,26.2437
-118.7019,26.2671
-118.6790,26.2906
-118.6790,26.2906
-118.6561,26.3139
-118.6332,26.3373
-118.6332,26.3373
-118.6102,26.3607
-118.5873,26.3841
-118.5643,26.4075
-118.5643,26.4075
-118.5413,26.4308
-118.5182,26.4543
-118.4952,26.4777
-118.4952,26.4777
-118.4722,26.5010
-118.4492,26.5244
-118.4262,26.5477
-118.4262,26.5477
-118.4031,26.5710
-118.3801,26.5944
-118.3570,26.6177
-118.3570,26.6177
-118.3340,26.6410
-118.3109,26.6644
-118.3109,26.6644
-118.2878,26.6877
-118.2647,26.7110
-118.2416,26.7343
-118.2416,26.7343
-118.2185,26.7576
-118.1953,26.7809
-118.1722,26.8042
-118.1722,26.8042
-118.1487,26.8278
-118.1256,26.8511
-118.1024,26.8744
-118.1024,26.8744
-118.0792,26.8977
-118.0560,26.9209
-118.0560,26.9209
-118.0328,26.9442
-118.0096,26.9675
-117.9864,26.9907
-117.9864,26.9907
-117.9631,27.0140
-117.9399,27.0372
-117.9166,27.0605
-117.9166,27.0605
-117.8934,27.0837
-117.8701,27.1070
-117.8468,27.1302
-117.8468,27.1302
-117.8235,27.1534
-117.8002,27.1767
-117.8002,27.1767
-117.7769,27.1999
-117.7536,27.2231
-117.7302,27.2463
-117.7302,27.2463
-117.7069,27.2695
-117.6835,27.2927
-117.6602,27.3158
-117.6602,27.3158
-117.6368,27.3390
-117.6134,27.3622
-117.6134,27.3622
-117.5900,27.3854
-117.5666,27.4086
-117.5432,27.4318
-117.5432,27.4318
-117.5197,27.4549
-117.4963,27.4781
-117.4728,27.5012
-117.4728,27.5012
-117.4494,27.5244
-117.4259,27.5476
-117.4024,27.5707
-117.4024,27.5707
-117.3789,27.5938
-117.3554,27.6170
-117.3554,27.6170
-117.3318,27.6401
-117.3083,27.6632
-117.2848,27.6864
-117.2848,27.6864
-117.2612,27.7095
-117.2376,27.7326
-117.2141,27.7557
-117.2141,27.7557
-117.1905,27.7788
-117.1669,27.8019
-117.1433,27.8250
-117.1433,27.8250
-117.1197,27.8481
-117.0960,27.8711
-117.0960,27.8711
-117.0724,27.8942
-117.0487,27.9173
-117.0251,27.9404
-117.0251,27.9404
-117.0014,27.9634
-116.9777,27.9865
-116.9540,28.0095
-116.9540,28.0095
-116.9303,28.0326
-116.9066,28.0556
-116.8829,28.0787
-116.8829,28.0787
-116.8591,28.1017
-116.8354,28.1247
-116.8354,28.1247
-116.8116,28.1478
-116.7878,28.1708
-116.7640,28.1938
-116.7640,28.1938
-116.7402,28.2168
-116.7164,28.2398
-116.6926,28.2628
-116.6926,28.2628
-116.6688,28.2858
-116.6449,28.3088
-116.6210,28.3318
-116.6210,28.3318
-116.5972,28.3548
-116.5733,28.3778
-116.5733,28.3778
-116.5494,28.4008
-116.5255,28.4238
-116.5016,28.4467
-116.5016,28.4467
-116.4777,28.4697
-116.4537,28.4926
-116.4298,28.5156
-116.4298,28.5156
-116.4058,28.5385
-116.3818,28.5615
-116.3818,28.5615
-116.3578,28.5844
-116.3339,28.6073
-116.3099,28.6302
-116.3099,28.6302
-116.2859,28.6532
-116.2618,28.6761
-116.2378,28.6990
-116.2378,28.6990
-116.2138,28.7219
-116.1897,28.7448
-116.1897,28.7448
-116.1656,28.7677
-116.1416,28.7905
-116.1175,28.8134
-116.1175,28.8134
-116.0934,28.8363
-116.0693,28.8592
-116.0451,28.8820
-116.0451,28.8820
-116.0210,28.9049
-115.9969,28.9277
-115.9727,28.9506
-115.9727,28.9506
-115.9485,28.9734
-115.9243,28.9963
-115.9243,28.9963
-115.9001,29.0191
-115.8759,29.0419
-115.8517,29.0648
-115.8517,29.0648
-115.8275,29.0876
-115.8032,29.1104
-115.7790,29.1332
-115.7790,29.1332
-115.7547,29.1560
-115.7304,29.1788
-115.7062,29.2016
-115.7062,29.2016
-115.6819,29.2244
-115.6575,29.2472
-115.6575,29.2472
-115.6332,29.2699
-115.6089,29.2927
-115.5845,29.3155
-115.5845,29.3155
-115.5602,29.3382
-115.5358,29.3610
-115.5114,29.3837
-115.5114,29.3837
-115.4870,29.4065
-115.4626,29.4292
-115.4382,29.4520
-115.4382,29.4520
-115.4137,29.4747
-115.3893,29.4975
-115.3893,29.4975
-115.3648,29.5202
-115.3403,29.5429
-115.3159,29.5656
-115.3159,29.5656
-115.2914,29.5883
-115.2669,29.6110
-115.2424,29.6337
-115.2424,29.6337
-115.2178,29.6565
-115.1932,29.6791
-115.1932,29.6791
-115.1687,29.7018
-115.1441,29.7245
-115.1196,29.7472
-115.1196,29.7472
-115.0950,29.7698
-115.0704,29.7925
-115.0458,29.8151
-115.0458,29.8151
-115.0211,29.8378
-114.9965,29.8604
-114.9965,29.8604
-114.9718,29.8831
-114.9472,29.9057
-114.9225,29.9283
-114.9225,29.9283
-114.8978,29.9510
-114.8731,29.9736
-114.8483,29.9962
-114.8483,29.9962
-114.8236,30.0188
-114.7989,30.0414
-114.7742,30.0640
-114.7742,30.0640
-114.7494,30.0866
-114.7246,30.1092
-114.7246,30.1092
-114.6998,30.1318
-114.6750,30.1544
-114.6502,30.1769
-114.6502,30.1769
-114.6254,30.1995
-114.6005,30.2220
-114.5757,30.2446
-114.5757,30.2446
-114.5508,30.2671
-114.5260,30.2897
-114.5260,30.2897
-114.5011,30.3122
-114.4762,30.3347
-114.4513,30.3572
-114.4513,30.3572
-114.4264,30.3798
-114.4014,30.4023
-114.3765,30.4248
-114.3765,30.4248
-114.3515,30.4473
-114.3266,30.4698
-114.3016,30.4922
-114.3016,30.4922
-114.2766,30.5147
-114.2516,30.5372
-114.2266,30.5596
-114.2266,30.5596
-114.2016,30.5821
-114.1765,30.6046
-114.1765,30.6046
-114.1515,30.6270
-114.1264,30.6495
-114.1013,30.6719
-114.1013,30.6719
-114.0762,30.6944
-114.0511,30.7168
-114.0260,30.7392
-114.0260,30.7392
-114.0009,30.7616
-113.9757,30.7840
-113.9506,30.8064
-113.9506,30.8064
-113.9254,30.8289
-113.9002,30.8512
-113.9002,30.8512
-113.8750,30.8736
-113.8498,30.8960
-113.8245,30.9184
-113.8245,30.9184
-113.7993,30.9408
-113.7740,30.9632
-113.7488,30.9855
-113.7488,30.9855
-113.7235,31.0079
-113.6983,31.0302
-113.6730,31.0526
-113.6730,31.0526
-113.6477,31.0749
-113.6223,31.0972
-113.6223,31.0972
-113.5970,31.1195
-113.5716,31.1419
-113.5463,31.1642
-113.5463,31.1642
-113.5209,31.1865
-113.4955,31.2088
-113.4701,31.2311
-113.4701,31.2311
-113.4447,31.2534
-113.4192,31.2757
-113.4192,31.2757
-113.3938,31.2980
-113.3683,31.3203
-113.3429,31.3425
-113.3429,31.3425
-113.3174,31.3648
-113.2919,31.3870
-113.2664,31.4093
-113.2664,31.4093
-113.2409,31.4315
-113.2153,31.4538
-113.2153,31.4538
-113.1897,31.4761
-113.1642,31.4983
-113.1386,31.5205
-113.1386,31.5205
-113.1130,31.5427
-113.0874,31.5649
-113.0618,31.5871
-113.0618,31.5871
-113.0362,31.6093
-113.0106,31.6315
-112.9849,31.6537
-112.9849,31.6537
-112.9589,31.6761
-112.9333,31.6983
-112.9333,31.6983
-112.9074,31.7206
-112.8817,31.7428
-112.8560,31.7649
-112.8560,31.7649
-112.8303,31.7871
-112.8045,31.8092
-112.7787,31.8314
-112.7787,31.8314
-112.7530,31.8535
-112.7272,31.8756
-112.7272,31.8756
-112.7014,31.8977
-112.6756,31.9198
-112.6498,31.9419
-112.6498,31.9419
-112.6239,31.9640
-112.5981,31.9861
-112.5722,32.0082
-112.5722,32.0082
-112.5463,32.0303
-112.5204,32.0524
-112.4945,32.0745
-112.4945,32.0745
-112.4686,32.0965
-112.4427,32.1186
-112.4427,32.1186
-112.4167,32.1406
-112.3907,32.1627
-112.3648,32.1847
-112.3648,32.1847
-112.3388,32.2067
-112.3128,32.2288
-112.2867,32.2508
-112.2867,32.2508
-112.2607,32.2728
-112.2347,32.2948
-112.2347,32.2948
-112.2086,32.3168
-112.1825,32.3388
-112.1565,32.3608
-112.1565,32.3608
-112.1304,32.3828
-112.1043,32.4048
-112.0781,32.4267
-112.0781,32.4267
-112.0520,32.4487
-112.0259,32.4706
-111.9997,32.4926
-111.9997,32.4926
-111.9735,32.5145
-111.9473,32.5365
-111.9211,32.5584
-111.9211,32.5584
-111.8949,32.5803
-111.8687,32.6023
-111.8687,32.6023
-111.8424,32.6242
-111.8162,32.6461
-111.7899,32.6680
-111.7899,32.6680
-111.7636,32.6899
-111.7373,32.7118
-111.7110,32.7336
-111.7110,32.7336
-111.6846,32.7555
-111.6583,32.7774
-111.6583,32.7774
-111.6319,32.7992
-111.6055,32.8211
-111.5792,32.8429
-111.5792,32.8429
-111.5527,32.8648
-111.5263,32.8866
-111.4999,32.9084
-111.4999,32.9084
-111.4735,32.9302
-111.4470,32.9521
-111.4470,32.9521
-111.4205,32.9739
-111.3941,32.9957
-111.3676,33.0175
-111.3676,33.0175
-111.3410,33.0393
-111.3145,33.0611
-111.2880,33.0828
-111.2880,33.0828
-111.2614,33.1046
-111.2348,33.1263
-111.2083,33.1481
-111.2083,33.1481
-111.1817,33.1698
-111.1551,33.1916
-111.1551,33.1916
-111.1284,33.2133
-111.1018,33.2351
-111.0751,33.2568
-111.0751,33.2568
-111.0484,33.2785
-111.0217,33.3002
-110.9950,33.3219
-110.9950,33.3219
-110.9683,33.3436
-110.9416,33.3653
-110.9416,33.3653
-110.9148,33.3870
-110.8881,33.4087
-110.8613,33.4304
-110.8613,33.4304
-110.8345,33.4521
-110.8076,33.4737
-110.7808,33.4954
-110.7808,33.4954
-110.7540,33.5171
-110.7271,33.5387
-110.7002,33.5603
-110.7002,33.5603
-110.6734,33.5820
-110.6465,33.6036
-110.6465,33.6036
-110.6196,33.6252
-110.5927,33.6468
-110.5657,33.6684
-110.5657,33.6684
-110.5388,33.6900
-110.5118,33.7115
-110.4849,33.7331
-110.4849,33.7331
-110.4579,33.7547
-110.4308,33.7763
-110.4308,33.7763
-110.4038,33.7978
-110.3767,33.8194
-110.3497,33.8410
-110.3497,33.8410
-110.3226,33.8625
-110.2955,33.8840
-110.2684,33.9056
-110.2684,33.9056
-110.2413,33.9271
-110.2142,33.9486
-110.1870,33.9701
-110.1870,33.9701
-110.1599,33.9916
-110.1327,34.0131
-110.1327,34.0131
-110.1055,34.0346
-110.0783,34.0560
-110.0511,34.0775
-110.0511,34.0775
-110.0238,34.0990
-109.9966,34.1204
-109.9693,34.1419
-109.9693,34.1419
-109.9421,34.1633
-109.9148,34.1848
-109.8875,34.2062
-109.8875,34.2062
-109.8602,34.2276
-109.8328,34.2490
-109.8328,34.2490
-109.8055,34.2704
-109.7781,34.2918
-109.7507,34.3132
-109.7507,34.3132
-109.7233,34.3346
-109.6959,34.3560
-109.6685,34.3773
-109.6685,34.3773
-109.6411,34.3987
-109.6136,34.4200
-109.5861,34.4414
-109.5861,34.4414
-109.5587,34.4627
-109.5311,34.4841
-109.5311,34.4841
-109.5036,34.5054
-109.4761,34.5267
-109.4486,34.5480
-109.4486,34.5480
-109.4210,34.5693
-109.3934,34.5906
-109.3658,34.6119
-109.3658,34.6119
-109.3382,34.6332
-109.3106,34.6545
-109.2830,34.6757
-109.2830,34.6757
-109.2553,34.6970
-109.2277,34.7183
-109.2277,34.7183
-109.2000,34.7395
-109.1722,34.7608
-109.1445,34.7820
-109.1445,34.7820
-109.1168,34.8032
-109.0891,34.8244
-109.0613,34.8457
-109.0613,34.8457
-109.0335,34.8669
-109.0057,34.8880
-108.9779,34.9093
-108.9779,34.9093
-108.9501,34.9304
-108.9223,34.9516
-108.9223,34.9516
-108.8944,34.9728
-108.8665,34.9940
-108.8386,35.0151
-108.8386,35.0151
-108.8107,35.0363
-108.7828,35.0574
-108.7549,35.0785
-108.7549,35.0785
-108.7269,35.0996
-108.6990,35.1207
-108.6710,35.1419
-108.6710,35.1419
-108.6430,35.1630
-108.6150,35.1840
-108.5870,35.2051
-108.5870,35.2051
-108.5589,35.2262
-108.5309,35.2473
-108.5309,35.2473
-108.5028,35.2683
-108.4747,35.2894
-108.4466,35.3105
-108.4466,35.3105
-108.4185,35.3315
-108.3904,35.3525
-108.3622,35.3735
-108.3622,35.3735
-108.3341,35.3945
-108.3059,35.4156
-108.3059,35.4156
-108.2777,35.4365
-108.2495,35.4575
-108.2213,35.4785
-108.2213,35.4785
-108.1930,35.4995
-108.1648,35.5205
-108.1365,35.5414
-108.1365,35.5414
-108.1082,35.5624
-108.0799,35.5833
-108.0799,35.5833
-108.0516,35.6043
-108.0233,35.6252
-107.9949,35.6461
-107.9949,35.6461
-107.9666,35.6670
-107.9382,35.6879
-107.9098,35.7088
-107.9098,35.7088
-107.8814,35.7297
-107.8529,35.7506
-107.8245,35.7715
-107.8245,35.7715
-107.7960,35.7924
-107.7675,35.8132
-107.7675,35.8132
-107.7390,35.8341
-107.7104,35.8550
-107.6818,35.8759
-107.6818,35.8759
-107.6533,35.8967
-107.6247,35.9175
-107.5961,35.9384
-107.5961,35.9384
-107.5676,35.9592
-107.5389,35.9800
-107.5389,35.9800
-107.5103,36.0007
-107.4817,36.0215
-107.4530,36.0423
-107.4530,36.0423
-107.4243,36.0631
-107.3956,36.0839
-107.3669,36.1046
-107.3669,36.1046
-107.3382,36.1254
-107.3094,36.1461
-107.3094,36.1461
-107.2807,36.1668
-107.2519,36.1875
-107.2231,36.2083
-107.2231,36.2083
-107.1943,36.2290
-107.1654,36.2497
-107.1366,36.2704
-107.1366,36.2704
-107.1078,36.2911
-107.0789,36.3117
-107.0500,36.3324
-107.0500,36.3324
-107.0211,36.3531
-106.9922,36.3737
-106.9922,36.3737
-106.9632,36.3943
-106.9343,36.4150
-106.9053,36.4356
-106.9053,36.4356
-106.8763,36.4562
-106.8473,36.4768
-106.8183,36.4974
-106.8183,36.4974
-106.7893,36.5180
-106.7602,36.5386
-106.7602,36.5386
-106.7311,36.5592
-106.7020,36.5798
-106.6729,36.6003
-106.6729,36.6003
-106.6438,36.6209
-106.6147,36.6414
-106.5855,36.6620
-106.5855,36.6620
-106.5563,36.6825
-106.5271,36.7030
-106.4979,36.7235
-106.4979,36.7235
-106.4687,36.7440
-106.4395,36.7645
-106.4395,36.7645
-106.4102,36.7850
-106.3809,36.8055
-106.3517,36.8260
-106.3517,36.8260
-106.3224,36.8464
-106.2930,36.8669
-106.2637,36.8873
-106.2637,36.8873
-106.2343,36.9078
-106.2050,36.9282
-106.2050,36.9282
-106.1756,36.9486
-106.1462,36.9690
-106.1167,36.9894
-106.1167,36.9894
-106.0873,37.0099
-106.0578,37.0302
-106.0284,37.0506
-106.0284,37.0506
-105.9989,37.0710
-105.9694,37.0914
-105.9398,37.1117
-105.9398,37.1117
-105.9103,37.1321
-105.8807,37.1524
-105.8807,37.1524
-105.8512,37.1727
-105.8216,37.1931
-105.7919,37.2134
-105.7919,37.2134
-105.7623,37.2337
-105.7327,37.2540
-105.7030,37.2743
-105.7030,37.2743
-105.6732,37.2946
-105.6435,37.3149
-105.6435,37.3149
-105.6137,37.3352
-105.5840,37.3554
-105.5543,37.3757
-105.5543,37.3757
-105.5245,37.3959
-105.4947,37.4161
-105.4649,37.4363
-105.4649,37.4363
-105.4351,37.4566
-105.4053,37.4768
-105.3754,37.4970
-105.3754,37.4970
-105.3456,37.5171
-105.3157,37.5373
-105.3157,37.5373
-105.2858,37.5575
-105.2558,37.5777
-105.2259,37.5978
-105.2259,37.5978
-105.1959,37.6180
-105.1659,37.6381
-105.1359,37.6582
-105.1359,37.6582
-105.1059,37.6784
-105.0759,37.6985
-105.0759,37.6985
-105.0458,37.7186
-105.0158,37.7386
-104.9857,37.7587
-104.9857,37.7587
-104.9556,37.7788
-104.9255,37.7989
-104.8953,37.8189
-104.8953,37.8189
-104.8652,37.8390
-104.8350,37.8590
-104.8048,37.8790
-104.8048,37.8790
-104.7746,37.8991
-104.7444,37.9191
-104.7444,37.9191
-104.7141,37.9391
-104.6838,37.9592
-104.6535,37.9792
-104.6535,37.9792
-104.6232,37.9991
-104.5929,38.0191
-104.5626,38.0391
-104.5626,38.0391
-104.5322,38.0590
-104.5018,38.0790
-104.4715,38.0989
-104.4715,38.0989
-104.4411,38.1188
-104.4107,38.1387
-104.4107,38.1387
-104.3802,38.1586
-104.3498,38.1785
-104.3193,38.1984
-104.3193,38.1984
-104.2888,38.2183
-104.2583,38.2382
-104.2278,38.2580
-104.2278,38.2580
-104.1973,38.2779
-104.1667,38.2977
-104.1361,38.3175
-104.1361,38.3175
-104.1055,38.3374
-104.0749,38.3572
-104.0749,38.3572
-104.0443,38.3770
-104.0136,38.3968
-103.9830,38.4166
-103.9830,38.4166
-103.9523,38.4363
-103.9216,38.4561
-103.8909,38.4759
-103.8909,38.4759
-103.8601,38.4956
-103.8294,38.5154
-103.7986,38.5351
-103.7986,38.5351
-103.7678,38.5548
-103.7370,38.5745
-103.7370,38.5745
-103.7062,38.5943
-103.6753,38.6139
-103.6444,38.6336
-103.6444,38.6336
-103.6135,38.6533
-103.5826,38.6730
-103.5517,38.6926
-103.5517,38.6926
-103.5208,38.7123
-103.4898,38.7319
-103.4898,38.7319
-103.4589,38.7515
-103.4279,38.7712
-103.3969,38.7908
-103.3969,38.7908
-103.3659,38.8104
-103.3348,38.8300
-103.3037,38.8496
-103.3037,38.8496
-103.2727,38.8691
-103.2416,38.8887
-103.2104,38.9083
-103.2104,38.9083
-103.1793,38.9278
-103.1481,38.9473
-103.1481,38.9473
-103.1170,38.9669
-103.0858,38.9864
-103.0546,39.0059
-103.0546,39.0059
-103.0233,39.0254
-102.9921,39.0449
-102.9608,39.0643
-102.9608,39.0643
-102.9296,39.0838
-102.8983,39.1033
-102.8669,39.1227
-102.8669,39.1227
-102.8356,39.1422
-102.8043,39.1616
-102.8043,39.1616
-102.7729,39.1810
-102.7415,39.2004
-102.7101,39.2198
-102.7101,39.2198
-102.6786,39.2392
-102.6472,39.2586
-102.6157,39.2780
-102.6157,39.2780
-102.5842,39.2973
-102.5527,39.3167
-102.5212,39.3360
-102.5212,39.3360
-102.4897,39.3554
-102.4581,39.3747
-102.4581,39.3747
-102.4265,39.3940
-102.3949,39.4133
-102.3633,39.4326
-102.3633,39.4326
-102.3317,39.4519
-102.3000,39.4712
-102.2683,39.4904
-102.2683,39.4904
-102.2367,39.5097
-102.2049,39.5289
-102.1732,39.5482
-102.1732,39.5482
-102.1415,39.5674
-102.1097,39.5866
-102.1097,39.5866
-102.0779,39.6058
-102.0461,39.6251
-102.0142,39.6442
-102.0142,39.6442
-101.9824,39.6634
-101.9505,39.6826
-101.9186,39.7018
-101.9186,39.7018
-101.8867,39.7209
-101.8548,39.7401
-101.8228,39.7592
-101.8228,39.7592
-101.7909,39.7783
-101.7589,39.7974
-101.7589,39.7974
-101.7269,39.8165
-101.6949,39.8356
-101.6628,39.8547
-101.6628,39.8547
-101.6308,39.8738
-101.5987,39.8928
-101.5666,39.9119
-101.5666,39.9119
-101.5345,39.9309
-101.5024,39.9500
-101.5024,39.9500
-101.4702,39.9690
-101.4380,39.9880
-101.4059,40.0070
-101.4059,40.0070
-101.3737,40.0260
-101.3414,40.0449
-101.3092,40.0639
-101.3092,40.0639
-101.2769,40.0829
-101.2447,40.1018
-101.2124,40.1207
-101.2124,40.1207
-101.1800,40.1397
-101.1477,40.1586
-101.1477,40.1586
-101.1153,40.1775
-101.0830,40.1964
-101.0506,40.2153
-101.0506,40.2153
-101.0181,40.2342
-100.9857,40.2530
-100.9532,40.2719
-100.9532,40.2719
-100.9208,40.2908
-100.8883,40.3096
-100.8558,40.3284
-100.8558,40.3284
-100.8232,40.3472
-100.7907,40.3660
-100.7907,40.3660
